planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Intermediate Stamina Plan #716,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #717,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Fat Loss Plan #718,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Endurance Plan #719,Beginner,Endurance,None,20,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #720,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Endurance Plan #721,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Stamina Plan #722,Intermediate,Stamina,Kettlebell,20,Stamina,Leg Swings;Stair Running;Arm Circles;Rowing Intervals;Shuttle Runs;AMRAP Workouts
Intermediate Fat Loss Plan #723,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Endurance Plan #724,Intermediate,Endurance,Kettlebell,40,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Endurance Plan #725,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Fat Loss Plan #726,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Fat Loss Plan #727,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,Jumping Jacks;High Knees;Mountain Climbers;Rowing Sprints;Sprint Burpees;Power Snatches
Beginner Endurance Plan #728,Beginner,Endurance,Gym,30,Endurance,Jump Rope;Brisk Walking;Jumping Jacks;Rowing Machine
Pro Endurance Plan #729,Pro,Endurance,Gym,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Stamina Plan #730,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Fat Loss Plan #731,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Endurance Plan #732,Beginner,Endurance,Kettlebell,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Stamina Plan #733,Intermediate,Stamina,None,30,Stamina,Rowing Intervals;Interval Running;Tabata Intervals;CrossFit WOD;HIIT Circuit;Fartlek Training
Intermediate Stamina Plan #734,Intermediate,Stamina,Gym,35,Stamina,Shuttle Runs;Swimming Intervals;Assault Bike;Jumping Jacks;Leg Swings;Fartlek Training
Pro Stamina Plan #735,Pro,Stamina,None,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #736,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Power Plan #737,Beginner,Power,Gym,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Stamina Plan #738,Intermediate,Stamina,None,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Endurance Plan #739,Beginner,Endurance,Kettlebell,15,Endurance,Arm Circles;Cycling;Torso Twists;Pool Swimming;Jump Rope
Intermediate Fat Loss Plan #740,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Endurance Plan #741,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Fat Loss Plan #742,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Arm Circles;Burpees;Power Snatches;Mountain Climbers;Jump Rope Intervals
Intermediate Stamina Plan #743,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Endurance Plan #744,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Endurance Plan #745,Pro,Endurance,Gym,30,Endurance,Cycling;Jogging;Rowing Machine;Leg Swings;Jumping Jacks;Jump Rope
Intermediate Fat Loss Plan #746,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Stamina Plan #747,Beginner,Stamina,Kettlebell,35,Stamina,Stair Running;Jumping Jacks;Rowing Intervals;Interval Running
Pro Fat Loss Plan #748,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Stamina Plan #749,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Fat Loss Plan #750,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Endurance Plan #751,Pro,Endurance,Gym,30,Endurance,Outdoor Running;Leg Swings;Rowing Intervals;Stair Climber;Torso Twists
Intermediate Fat Loss Plan #752,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Stamina Plan #753,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Endurance Plan #754,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Fat Loss Plan #755,Pro,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Endurance Plan #756,Pro,Endurance,Kettlebell,15,Endurance,Rowing Intervals;Steady State Running;Elliptical Trainer;Jump Rope;Long Distance Running
Pro Fat Loss Plan #757,Pro,Fat Loss,Gym,25,Fat Loss,Sprint Intervals;Kettlebell Swings;HIIT Sprints;Weighted Burpees;Arm Circles;Assault Bike Sprints
Pro Stamina Plan #758,Pro,Stamina,Kettlebell,30,Stamina,Fartlek Training;Full Body Circuit;Jumping Jacks;Rowing Intervals;Swimming Intervals;Stair Running
Intermediate Power Plan #759,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Stamina Plan #760,Intermediate,Stamina,None,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #761,Intermediate,Stamina,Gym,25,Stamina,Full Body Circuit;EMOM Workouts;HIIT Circuit;Fartlek Training;Jumping Jacks;AMRAP Workouts
Pro Fat Loss Plan #762,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Power Plan #763,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #764,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Stamina Plan #765,Pro,Stamina,None,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Endurance Plan #766,Intermediate,Endurance,Kettlebell,40,Endurance,Long Distance Running;Rowing Machine;Walking;Outdoor Running;Swimming
Pro Fat Loss Plan #767,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Endurance Plan #768,Intermediate,Endurance,Kettlebell,20,Endurance,Treadmill Running;Jumping Jacks;Neck Rolls;Long Distance Running;Brisk Walking;Arm Circles
Pro Power Plan #769,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Endurance Plan #770,Beginner,Endurance,Gym,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #771,Intermediate,Power,Kettlebell,25,Power,Broad Jumps;Thruster Jumps;Plyometric Lunges;Arm Circles;Explosive Lunges;Medicine Ball Slams
Intermediate Power Plan #772,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #773,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Stamina Plan #774,Intermediate,Stamina,None,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #775,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Endurance Plan #776,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Fat Loss Plan #777,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Endurance Plan #778,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Power Plan #779,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #780,Intermediate,Fat Loss,None,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Endurance Plan #781,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Fat Loss Plan #782,Intermediate,Fat Loss,Kettlebell,35,Fat Loss,Arm Circles;Weighted Burpees;Intense Battle Ropes;Assault Bike Sprints;Kettlebell Swings;Jumping Jacks
Beginner Power Plan #783,Beginner,Power,Kettlebell,35,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Endurance Plan #784,Intermediate,Endurance,Kettlebell,20,Endurance,Steady State Running;Leg Swings;Cycling;Elliptical Trainer;Cross Trainer;Arm Circles
Intermediate Fat Loss Plan #785,Intermediate,Fat Loss,Kettlebell,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Endurance Plan #786,Beginner,Endurance,None,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Endurance Plan #787,Beginner,Endurance,Kettlebell,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Fat Loss Plan #788,Beginner,Fat Loss,Kettlebell,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #789,Pro,Fat Loss,Kettlebell,20,Fat Loss,Battle Ropes;Leg Swings;Burpees;Weighted Burpees;Power Snatches
Pro Fat Loss Plan #790,Pro,Fat Loss,Gym,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Power Plan #791,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Power Plan #792,Beginner,Power,Kettlebell,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Stamina Plan #793,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Endurance Plan #794,Beginner,Endurance,None,30,Endurance,Rowing Intervals;Torso Twists;Pool Swimming;Swimming Laps
Beginner Stamina Plan #795,Beginner,Stamina,None,30,Stamina,EMOM Workouts;HIIT Circuit;Cycling Intervals;CrossFit WOD;Full Body Circuit
Pro Power Plan #796,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #797,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Stamina Plan #798,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #799,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Endurance Plan #800,Beginner,Endurance,Kettlebell,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Power Plan #801,Beginner,Power,None,20,Power,Plyometric Lunges;Tuck Jumps;Broad Jumps;Jump Squats;Burpees
Pro Stamina Plan #802,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #803,Pro,Power,Kettlebell,25,Power,Explosive Lunges;Plyometric Lunges;Kettlebell Swings;Clapping Push-ups;Burpees;Wall Ball Throws
Intermediate Stamina Plan #804,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Endurance Plan #805,Beginner,Endurance,Kettlebell,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Endurance Plan #806,Intermediate,Endurance,None,25,Endurance,Bike Riding;Jump Rope;Arm Circles;Cycling Sprints;Cross Trainer;Treadmill Running
Beginner Power Plan #807,Beginner,Power,Kettlebell,30,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Power Plan #808,Beginner,Power,None,25,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Power Plan #809,Intermediate,Power,Gym,40,Power,Broad Jumps;Medicine Ball Slams;Burpees;Kettlebell Swings;Single Leg Hops
Pro Fat Loss Plan #810,Pro,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #811,Beginner,Endurance,None,35,Endurance,Outdoor Running;Neck Rolls;Cycling Sprints;Cross Trainer;Steady State Running
Pro Endurance Plan #812,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Fat Loss Plan #813,Pro,Fat Loss,None,35,Fat Loss,Jumping Jacks;Assault Bike Sprints;Sprint Burpees;Rowing Sprints;Weighted Burpees;High Knees
Intermediate Power Plan #814,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Endurance Plan #815,Beginner,Endurance,Kettlebell,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Endurance Plan #816,Intermediate,Endurance,None,30,Endurance,Outdoor Running;Walking;Jump Rope;Steady State Running;Torso Twists
Beginner Endurance Plan #817,Beginner,Endurance,Kettlebell,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #818,Intermediate,Power,Gym,25,Power,Leg Swings;Jump Squats;Dumbbell Snatches;Jumping Burpees;Box Jumps;Arm Circles
Intermediate Stamina Plan #819,Intermediate,Stamina,Gym,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Stamina Plan #820,Pro,Stamina,Kettlebell,35,Stamina,Interval Running;Shuttle Runs;Assault Bike;Circuit Training;Arm Circles
Pro Power Plan #821,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Stamina Plan #822,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Fat Loss Plan #823,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Fat Loss Plan #824,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Fat Loss Plan #825,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Fat Loss Plan #826,Beginner,Fat Loss,Gym,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Endurance Plan #827,Beginner,Endurance,Gym,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Endurance Plan #828,Intermediate,Endurance,None,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Endurance Plan #829,Intermediate,Endurance,Gym,30,Endurance,Steady State Running;Cycling;Outdoor Running;Cycling Sprints;Jump Rope
Pro Power Plan #830,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #831,Intermediate,Fat Loss,None,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Fat Loss Plan #832,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Fat Loss Plan #833,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Endurance Plan #834,Pro,Endurance,Gym,30,Endurance,Pool Swimming;Brisk Walking;Jumping Jacks;Long Distance Running;Swimming;Treadmill Running
Beginner Stamina Plan #835,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Endurance Plan #836,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Fat Loss Plan #837,Intermediate,Fat Loss,Kettlebell,20,Fat Loss,Battle Ropes;Intense Battle Ropes;Sprint Intervals;Weighted Burpees;Leg Swings;Burpees
Pro Fat Loss Plan #838,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Power Plan #839,Beginner,Power,Gym,30,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Power Plan #840,Beginner,Power,None,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Stamina Plan #841,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Fat Loss Plan #842,Pro,Fat Loss,Gym,40,Fat Loss,Burpees;Power Snatches;Jumping Jacks;Weighted Burpees;Kettlebell Swings;HIIT Sprints
Beginner Fat Loss Plan #843,Beginner,Fat Loss,Kettlebell,35,Fat Loss,Jump Rope Intervals;Kettlebell Swings;Arm Circles;HIIT Sprints
Beginner Fat Loss Plan #844,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Fat Loss Plan #845,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Power Plan #846,Beginner,Power,Gym,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Stamina Plan #847,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #848,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Stamina Plan #849,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Fat Loss Plan #850,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,Battle Ropes;High Knees;Assault Bike Sprints;Weighted Burpees;Jumping Jacks;Leg Swings
Pro Power Plan #851,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Power Plan #852,Beginner,Power,None,40,Power,Thruster Jumps;Kettlebell Swings;Dumbbell Snatches;Wall Ball Throws
Intermediate Endurance Plan #853,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Power Plan #854,Beginner,Power,Gym,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Fat Loss Plan #855,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Power Plan #856,Pro,Power,Gym,20,Power,Burpees;Jumping Burpees;Jump Squats;Plyometric Push-ups;Medicine Ball Slams;Advanced Box Jumps
Beginner Stamina Plan #857,Beginner,Stamina,Gym,35,Stamina,HIIT Circuit;Stair Running;Tabata Intervals;Arm Circles;Full Body Circuit
Intermediate Stamina Plan #858,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Power Plan #859,Beginner,Power,None,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Power Plan #860,Pro,Power,None,35,Power,Advanced Box Jumps;Power Cleans;Heavy Kettlebell Swings;Arm Circles;Plyometric Lunges;Medicine Ball Slams
Beginner Endurance Plan #861,Beginner,Endurance,Gym,20,Endurance,Rowing Intervals;Jump Rope;Cross Trainer;Leg Swings;Neck Rolls
Intermediate Power Plan #862,Intermediate,Power,Kettlebell,15,Power,Broad Jumps;Plyometric Lunges;Wall Ball Throws;Jumping Jacks;Kettlebell Swings
Pro Fat Loss Plan #863,Pro,Fat Loss,None,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #864,Beginner,Endurance,Kettlebell,15,Endurance,Jump Rope;Bike Riding;Swimming;Cross Trainer;Pool Swimming
Beginner Endurance Plan #865,Beginner,Endurance,Kettlebell,20,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Power Plan #866,Pro,Power,Kettlebell,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Stamina Plan #867,Pro,Stamina,Gym,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Endurance Plan #868,Beginner,Endurance,Kettlebell,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Power Plan #869,Beginner,Power,Kettlebell,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Endurance Plan #870,Intermediate,Endurance,Kettlebell,15,Endurance,Walking;Jogging;Jumping Jacks;Bike Riding;Brisk Walking;Swimming
Intermediate Power Plan #871,Intermediate,Power,None,25,Power,Broad Jumps;Kettlebell Swings;Jumping Burpees;Burpees;Plyometric Lunges
Pro Fat Loss Plan #872,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #873,Beginner,Endurance,Gym,40,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Fat Loss Plan #874,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Stamina Plan #875,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #876,Beginner,Fat Loss,Kettlebell,20,Fat Loss,Assault Bike Sprints;Jumping Jacks;Power Snatches;Sprint Intervals;Rowing Sprints
Pro Power Plan #877,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Power Plan #878,Beginner,Power,None,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Endurance Plan #879,Intermediate,Endurance,Gym,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #880,Intermediate,Stamina,Gym,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Stamina Plan #881,Beginner,Stamina,Kettlebell,15,Stamina,Tabata Intervals;Circuit Training;Leg Swings;EMOM Workouts;Cycling Intervals
Pro Stamina Plan #882,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #883,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #884,Pro,Fat Loss,Kettlebell,20,Fat Loss,Weighted Burpees;Leg Swings;Battle Ropes;Rowing Sprints;Burpees;Intense Battle Ropes
Beginner Endurance Plan #885,Beginner,Endurance,None,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Fat Loss Plan #886,Beginner,Fat Loss,Kettlebell,35,Fat Loss,HIIT Sprints;Rowing Sprints;Sprint Burpees;Kettlebell Swings;High Knees
Pro Endurance Plan #887,Pro,Endurance,Kettlebell,25,Endurance,Bike Riding;Leg Swings;Walking;Brisk Walking;Swimming Laps;Arm Circles
Intermediate Power Plan #888,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Fat Loss Plan #889,Intermediate,Fat Loss,None,40,Fat Loss,Battle Ropes;Mountain Climbers;Sprint Burpees;Burpees;Intense Battle Ropes;Assault Bike Sprints
Beginner Power Plan #890,Beginner,Power,Kettlebell,25,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Fat Loss Plan #891,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #892,Beginner,Endurance,None,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
