planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Beginner Endurance Plan #929,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #930,Pro,Fat Loss,None,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #931,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Stamina Plan #932,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #933,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #934,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #935,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #936,Beginner,Power,Gym,20,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #937,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #938,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #939,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #940,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #941,Intermediate,Fat Loss,None,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #942,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #943,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Pro Fat Loss Plan #944,Pro,Fat Loss,Kettlebell,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #945,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #946,Intermediate,Fat Loss,None,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #947,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #948,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Endurance Plan #949,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Beginner Endurance Plan #950,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #951,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Power Plan #952,Beginner,Power,Kettlebell,30,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #953,Beginner,Fat Loss,Gym,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Power Plan #954,Beginner,Power,None,15,Power,Default Exercises;Go Here
Beginner Power Plan #955,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Beginner Endurance Plan #956,Beginner,Endurance,None,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #957,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #958,Intermediate,Fat Loss,Gym,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #959,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #960,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #961,Pro,Stamina,None,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Power Plan #962,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #963,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #964,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #965,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Power Plan #966,Beginner,Power,Kettlebell,20,Power,Default Exercises;Go Here
Pro Power Plan #967,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #968,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #969,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Stamina Plan #970,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #971,Pro,Power,Gym,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #972,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #973,Intermediate,Endurance,Gym,20,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #974,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #975,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #976,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #977,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #978,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #979,Intermediate,Stamina,None,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Fat Loss Plan #980,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #981,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #982,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #983,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #984,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #985,Pro,Endurance,Gym,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Power Plan #986,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Pro Stamina Plan #987,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #988,Intermediate,Endurance,Kettlebell,40,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #989,Intermediate,Stamina,None,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Endurance Plan #990,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Fat Loss Plan #991,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #992,Pro,Power,None,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #993,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #994,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #995,Beginner,Endurance,Kettlebell,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #996,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #997,Pro,Stamina,Gym,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #998,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Stamina Plan #999,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Stamina Plan #1000,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
